qid,sitelinks,familiarity
Q698950,27,1
Q699098,29,5
Q699363,18,1
Q699480,13,0
Q699504,25,4
Q699579,21,1
Q699800,27,3
Q6998611,4,2
Q699937,18,5
Q699943,27,5
Q699947,19,5
Q699952,16,5
Q699964,57,0
Q700058,21,3
Q700128,25,5
Q700199,20,4
Q700211,22,3
Q700216,24,2
Q700222,21,2
Q7006603,5,3
Q7006850,6,2
Q700731,21,3
Q700751,29,3
Q700753,24,5
Q70083252,3,3
Q700855,31,0
Q7008948,2,2
Q70092046,1,1
Q701633,28,1
Q701662,21,5
Q701695,27,2
Q7017655,6,3
Q7017920,5,5
Q701837,15,2
Q701967,20,0
Q702121,23,5
Q702289,31,3
Q702402,24,4
Q702512,26,5
Q702548,28,3
Q702605,13,1
Q702665,34,1
Q702726,17,3
Q7030825,4,3
Q703620,16,3
Q703927,21,3
Q703955,19,3
Q7040065,5,4
Q704933,22,3
Q7053496,2,4
Q705353,21,3
Q706530,28,3
Q7069555,2,2
Q7071826,10,4
Q7074789,4,4
Q7076043,12,5
Q7079409,3,0
Q70802,83,0
Q708321,32,0
Q7083263,3,3
Q7083575,4,2
Q7083682,6,5
Q7084890,22,3
Q7084891,6,3
Q7085078,8,0
Q7085433,6,1
Q708550,13,3
Q7090336,6,4
Q7092603,7,1
Q7100281,2,1
Q71084,86,0
Q71092,74,0
Q7113212,2,4
Q7115610,4,3
Q7116354,3,0
Q71209843,2,3
Q712311,30,5
Q7123224,8,3
Q712476,16,4
Q7126297,6,4
Q7126324,4,3
Q7126333,3,4
Q7127533,6,4
Q7128647,2,4
Q7130365,1,2
Q7130522,3,3
Q713124,30,5
Q7131717,3,4
Q7138911,6,3
Q7138913,7,4
Q7138918,4,4
Q7139629,5,3
Q7139832,3,2
Q7139835,3,1
Q7139974,2,3
Q714048,9,3
Q7141895,3,4
Q7141909,4,3
Q7142160,11,4
Q7144407,5,4
Q7144412,5,4
Q7145245,9,0
Q7148151,6,5
Q71546292,1,1
Q71546426,1,1
Q715562,17,0
Q715781,11,5
Q7160049,3,3
Q7160052,5,4
Q716737,27,1
Q717682,14,4
Q718278,10,3
Q718311,12,3
Q7186324,7,2
Q7186450,1,2
Q7190091,6,3
Q719152,9,3
Q7194466,3,3
Q7194527,4,3
Q7196809,5,1
Q720102,44,5
Q7201100,6,2
Q7203674,5,5
Q7203697,3,4
Q7203723,4,4
Q720644,38,5
Q720901,11,3
Q7210212,6,2
Q7210646,11,3
Q721152,33,5
Q721602,5,1
Q7216435,8,5
Q7216452,6,4
Q7219274,6,1
Q721970,14,4
Q7220129,6,3
Q7221132,5,2
Q7222535,5,2
Q7223595,5,2
Q7225470,5,3
Q723118,37,0
Q723245,18,0
Q7233633,4,3
Q7236098,6,5
Q7237614,5,4
Q7238590,5,4
Q7244693,6,3
Q7244906,6,3
Q7247894,3,3
Q725108,39,5
Q7252509,3,4
Q725383,11,2
Q725581,32,1
Q725623,35,3
Q725839,9,2
Q7258515,4,4
Q7259157,5,4
Q7262942,3,3
Q726534,16,0
Q7265722,4,2
Q726781,35,3
Q7269994,4,3
Q727,282,5
Q7270008,4,3
Q7270340,8,3
Q7270459,4,1
Q7270467,1,2
Q727054,31,0
Q727078,41,4
Q7270841,4,1
Q7272365,5,5
Q7272603,3,3
Q7272605,2,3
Q727277,15,4
Q7273080,8,3
Q727749,14,3
Q7278893,4,5
Q727963,13,1
Q7280030,7,2
Q7280898,2,0
Q7283884,4,3
Q728520,10,4
Q7285587,10,5
Q7286004,5,3
Q7286033,5,5
Q7286183,6,5
Q7288522,4,3
Q7288800,5,3
Q7289095,5,1
Q7289659,4,3
Q7289726,9,4
Q729481,35,0
Q7296114,6,3
Q729803,20,1
Q729978,24,0
Q7300523,7,2
Q730706,51,2
Q730768,15,3
Q7307906,4,4
Q7308076,5,2
Q7308108,4,3
Q730948,35,4
Q730981,12,2
Q731222,12,2
Q731479,14,2
Q7315081,4,2
Q7316063,5,3
Q7318,178,1
Q731909,19,0
Q731939,23,4
Q732658,12,3
Q733210,33,0
Q733486,17,1
Q733748,32,5
Q733808,4,2
Q733971,39,2
Q734017,34,3
Q734371,15,3
Q734515,14,2
Q7349899,5,3
Q735014,38,0
Q735042,42,1
Q735384,17,5
Q735559,49,1
Q736408,15,2
Q736425,19,4
Q7366251,13,0
Q7367170,2,3
Q7368119,5,3
Q7368825,8,2
Q7369346,9,3
Q7370553,6,2
Q737095,16,4
Q73716007,7,2
Q7373829,2,3
Q7373916,6,1
Q7374052,5,4
Q7374418,7,4
Q7374468,7,2
Q7374813,5,3
Q737484,33,4
Q738113,13,4
Q738143,14,0
Q738848,6,3
Q7389732,3,3
Q7391459,1,4
Q739341,42,4
Q739364,46,3
Q7393687,4,1
Q7396095,5,2
Q739700,41,3
Q739723,26,1
Q73974,25,0
Q7397568,7,5
Q7398430,6,4
Q7400018,3,3
Q7401375,5,3
Q740149,33,5
Q7402043,5,3
Q7402232,6,4
Q740243,7,3
Q740261,21,0
Q7403531,8,2
Q740564,33,4
Q7405673,5,1
Q7406479,6,3
Q7408347,5,2
Q7413590,3,3
Q7413912,5,3
Q7413920,8,2
Q7413975,7,4
Q7414007,8,2
Q7414129,5,2
Q741614,16,4
Q7417938,11,5
Q7419607,3,2
Q7419618,3,3
Q7419649,2,4
Q7420251,5,2
Q7420511,6,3
Q742117,33,0
Q7424449,4,5
Q7425788,3,4
Q742670,21,3
Q7427216,4,3
Q7431696,6,2
Q743206,38,4
Q7433590,6,4
Q743535,50,5
Q743773,12,2
Q7437874,5,2
Q744021,15,4
Q7440342,5,3
Q7440659,5,0
Q74430855,4,1
Q7443295,12,0
Q7445815,5,4
Q744615,18,2
Q744682,14,3
Q7454179,3,3
Q745797,15,2
Q745942,47,5
Q746032,44,1
Q746052,44,5
Q746216,36,5
Q746333,33,3
Q7464,8,4
Q746443,22,0
Q746573,41,5
Q7466,12,5
Q746647,42,3
Q7469,14,5
Q747162,14,4
Q7473516,42,4
Q747506,36,5
Q747541,40,5
Q747555,18,3
Q748443,12,5
Q748485,22,3
Q748608,30,1
Q748635,29,0
Q748692,32,0
Q748729,36,0
Q748752,27,1
Q74940,24,4
Q749573,38,5
Q7495962,5,2
Q749808,37,3
Q750165,6,1
Q750182,5,1
Q750196,8,0
Q75028784,3,4
Q7503898,4,2
Q750403,64,4
Q750444,44,5
Q75051099,3,3
Q75053182,3,1
Q7507431,4,4
Q7507438,4,5
Q7508100,3,2
Q7510186,5,0
Q7510200,10,1
Q7510542,1,0
Q75135772,3,1
Q75161514,3,4
Q752283,37,5
Q7522983,15,4
Q7523022,10,3
Q7523125,9,1
Q752407,36,5
Q752482,12,4
Q7526817,7,4
Q7527351,2,2
Q7527353,2,2
Q7527516,10,3
Q753075,36,0
Q75333943,4,3
Q753437,30,5
Q753646,38,0
Q7536969,25,0
Q7537147,9,2
Q7538872,6,3
Q754357,18,2
Q754397,36,5
Q75443575,8,1
Q755173,28,0
Q755177,29,0
Q755221,27,0
Q755341,25,2
Q7553773,11,4
Q755955,32,0
Q756117,29,1
Q7562862,3,3
Q7566050,12,3
Q756621,29,4
Q756683,8,2
Q7567503,12,4
Q7567812,4,2
Q7568013,12,5
Q756819,36,4
Q756824,38,5
Q756890,29,1
Q7570048,9,1
Q7570434,10,2
Q757178,34,2
Q757180,39,5
Q75733184,3,3
Q757391,67,3
Q7573940,10,0
Q7579691,8,0
Q758056,62,1
Q7586295,12,1
Q7586300,7,2
Q7586311,10,4
Q7586715,1,3
Q7587034,5,2
Q7587664,6,1
Q7590915,5,3
Q7591739,4,3
Q7591927,6,3
Q7592174,9,4
Q7592184,1,2
Q7592399,9,3
Q7592419,7,5
Q7593225,2,3
Q7595183,4,3
Q7595476,4,3
Q7596777,5,1
Q7598197,10,4
Q760023,16,0
Q7611381,2,3
Q7617942,11,4
Q7619083,3,1
Q762266,29,1
Q76318,36,5
Q763189,22,0
Q763808,20,0
Q7640412,3,2
Q76421,58,0
Q7643454,1,1
Q7646188,5,3
Q764685,23,5
Q7653753,4,2
Q765483,31,1
Q765515,19,3
Q7659771,3,3
Q766014,41,4
Q766357,29,1
Q766729,14,0
Q767163,13,5
Q7679039,4,2
Q7679719,4,3
Q7685715,5,4
Q768669,18,3
Q7687836,2,3
Q76898,14,5
Q76899,13,4
Q7691977,9,3
Q7695551,8,4
Q7695553,5,3
Q7695556,6,1
Q7697794,12,5
Q7697795,15,5
Q7697798,12,4
Q770328,25,0
Q77078712,1,3
Q7708469,6,2
Q7710367,1,3
Q771404,37,5
Q771894,14,2
Q771976,33,0
Q772914,13,2
Q7730592,4,4
Q7732911,3,2
Q7733,76,0
Q773538,13,4
Q773752,10,5
Q7737522,4,3
Q7737529,5,3
Q774021,31,5
Q774178,10,2
Q774437,7,1
Q774677,14,2
Q775045,16,0
Q7750795,8,5
Q775376,21,4
Q7756122,4,3
Q775847,13,4
Q775871,24,0
Q776086,11,3
Q7760943,9,3
Q776249,14,4
Q7762635,6,3
Q776505,4,4
Q776515,10,3
Q776570,19,2
Q776576,11,4
Q776863,23,5
Q7777121,5,2
Q7777269,5,2
Q7777426,5,3
Q778112,23,1
Q7785,156,0
Q778565,12,4
Q778686,19,3
Q778784,41,5
Q778997,30,1
Q779210,14,4
Q77925551,4,0
Q779963,15,2
Q7800337,5,2
Q780392,8,2
Q7805648,2,0
Q780572,17,0
Q7806273,1,0
Q780631,25,0
Q780735,23,0
Q780785,17,2
Q7809,218,3
Q7814360,4,3
Q781491,23,4
Q781541,10,3
Q781659,24,4
Q781955,5,2
Q781961,19,2
Q782113,14,3
Q7824887,2,3
Q7826348,6,4
Q7826439,11,1
Q7826494,6,4
Q782876,18,5
Q7833421,3,4
Q783367,26,0
Q7833806,7,4
Q7836167,5,3
Q783684,43,0
Q783754,8,3
Q783848,14,2
Q784174,11,4
Q7842,84,4
Q7842528,4,3
Q7842704,4,0
Q7842854,5,2
Q7845243,6,0
Q784852,9,3
Q784989,15,3
Q785318,16,5
Q785788,25,4
Q7858314,6,3
Q785837,24,0
Q786163,6,3
Q786334,14,1
Q7865434,2,1
Q786806,36,1
Q7868136,9,4
Q786830,12,5
Q787108,23,4
Q787131,31,0
Q7873106,6,1
Q787360,21,3
Q7875112,49,5
Q7877392,5,4
Q788158,17,0
Q7886117,6,2
Q7888445,4,2
Q788867,10,3
Q7894273,6,4
Q7894292,2,3
Q7894386,8,2
Q7894591,6,5
Q7895000,5,2
Q7895089,4,1
Q7895265,3,1
Q7895616,4,3
Q7896686,4,2
Q789966,35,4
Q790341,18,0
Q790480,7,4
Q790492,17,5
Q7909440,3,2
Q791045,20,5
Q7913863,8,2
Q791408,15,4
Q7915558,4,2
Q791762,14,2
Q7918698,3,4
Q7923521,8,2
Q7925035,5,1
Q792586,11,3
Q7926982,4,3
Q7928484,8,3
Q7928490,2,1
Q7928518,2,1
Q7928527,2,3
Q7928536,4,3
Q7928553,2,1
Q7928570,2,2
Q7929025,9,3
Q7937930,9,5
Q794210,24,0
Q794838,23,1
Q794865,22,1
Q794891,23,0
Q794927,39,5
Q794954,21,3
Q795322,30,4
Q795691,39,5
Q7962400,6,3
Q7962402,10,3
Q796351,46,4
Q7963861,1,1
Q796764,30,3
Q796925,15,3
Q797078,24,2
Q7970837,5,2
Q7973360,5,3
Q7974245,4,2
Q7974274,7,4
Q7974782,6,3
Q7979626,9,4
Q798416,21,5
Q7984736,3,5
Q7985658,7,4
Q7985661,7,4
Q7987437,7,3
Q7987890,4,3
Q798854,13,1
Q7990601,11,5
Q799592,17,0
Q799840,13,3
Q800374,24,5
Q800380,15,4
Q800382,17,3
Q800402,13,3
Q800404,14,3
Q800405,21,5
Q800445,16,4
Q800447,19,5
Q800449,19,4
Q800453,27,5
Q800463,17,3
Q8006299,24,3
Q800650,17,4
Q800664,9,4
Q800709,13,5
Q800715,19,5
Q800716,27,5
Q800748,15,2
Q800749,17,3
Q800751,31,4
Q800764,17,4
Q800765,18,3
Q800788,17,4
Q800894,21,5
Q800921,14,3
Q800947,15,5
Q800953,17,4
Q800961,17,4
Q800966,13,5
Q800972,13,4
Q800989,18,4
Q800998,13,4
Q801017,13,4
Q801026,16,5
Q801029,18,5
Q801032,14,3
Q801056,13,4
Q801094,16,3
Q801103,17,3
Q801106,9,3
Q801108,8,2
Q801109,8,4
Q801111,10,3
Q801112,10,4
Q801124,33,5
Q801128,32,4
Q801180,11,2
Q801185,18,5
Q801187,18,5
Q801193,39,5
Q801234,16,5
Q801262,16,4
Q801282,18,5
Q801289,14,4
Q801296,16,4
Q801389,14,5
Q801428,14,4
Q801436,19,5
Q801442,22,5
Q801447,38,5
Q801496,13,4
Q801498,17,3
Q801500,14,3
Q801503,14,3
Q801506,16,3
Q801546,15,3
Q801551,25,5
Q801554,16,4
Q8015602,7,5
Q801654,16,5
Q801655,15,4
Q801686,15,3
Q801689,13,3
Q801696,15,3
Q8022,55,0
Q8023015,4,3
Q8031113,12,0
Q8031972,12,5
Q8032008,8,2
Q8033549,5,0
Q8035350,8,0
Q8036349,9,4
Q8038444,7,2
Q803979,26,1
Q804032,28,4
Q80427700,3,5
Q80429,10,5
Q804402,38,4
Q8046237,9,1
Q804713,6,1
Q8047851,3,2
Q80495,29,4
Q8050594,3,4
Q8050647,10,1
Q80511166,4,3
Q805446,18,4
Q80545,14,5
Q80551,12,3
Q80566,13,3
Q80570,12,4
Q80579,11,3
Q80630061,3,3
Q806303,14,4
Q8065104,8,2
Q806700,27,2
Q806704,33,5
Q806950,40,2
Q80702,105,0
Q80730,18,0
Q8073829,2,3
Q80774,14,3
Q8077993,3,3
Q807915,30,2
Q8079948,3,1
Q809600,13,3
Q810080,20,4
Q810125,8,3
Q810316,26,0
Q810322,26,0
Q810323,27,0
Q81043002,3,3
Q81043227,3,3
Q810693,16,3
Q810700,43,2
Q810804,9,3
Q810953,28,4
Q810961,28,4
Q811389,20,2
Q81195232,3,3
Q81196210,4,2
Q812059,11,3
Q812062,10,3
Q812087,8,3
Q812088,13,4
Q81241309,3,4
Q812889,10,4
Q81321,9,0
Q815117,11,0
Q815128,25,0
Q815177,31,0
Q815432,46,4
Q815611,40,3
Q815771,16,4
Q815935,17,2
Q816669,27,4
Q818517,48,4
Q819081,23,3
Q819811,14,4
Q82059,92,3
Q820892,47,3
Q8210271,4,5
Q822101,20,3
Q822472,40,1
Q822607,36,5
Q822881,37,5
Q823412,41,1
Q82425,85,5
Q8242928,5,3
Q824451,39,2
Q824489,38,0
Q8247576,5,3
Q8255434,6,5
Q825987,9,2
Q826038,49,0
Q826120,37,5
Q82702,10,0
Q827638,19,1
Q828307,11,2
Q82908,41,0
Q82926,7,2
Q829363,20,1
Q829702,29,0
Q829806,26,3
Q82994,14,3
Q830777,14,3
Q830779,14,3
Q83125,86,5
Q831527,39,5
Q832561,15,0
Q83259,70,4
Q832986,24,0
Q833213,25,2
Q833754,8,1
Q833782,10,3
Q833817,20,2
Q834082,7,4
Q834162,10,0
Q834603,12,4
Q8351404,3,3
Q835402,10,4
Q835531,9,5
Q83584131,4,3
Q836051,9,5
Q83609,35,3
Q836310,13,0
Q836319,12,4
Q836362,10,2
Q837033,8,3
Q837063,8,2
Q837115,11,5
Q837119,9,5
Q837123,10,2
Q837159,46,0
Q837275,11,3
Q837523,11,4
Q837547,10,5
Q837636,8,3
Q837662,11,4
Q837691,12,5
Q83804736,8,1
Q838297,30,5
Q838377,12,5
Q838389,12,5
Q838415,9,2
Q838420,12,5
Q838431,11,5
Q838443,11,4
Q838458,11,3
Q838619,28,0
Q838691,40,3
Q83873387,24,0
Q838774,11,5
Q838777,11,5
Q838792,11,5
Q838827,13,5
Q838842,12,5
Q838845,14,5
Q838864,14,4
Q838876,10,5
Q838926,13,2
Q838937,15,4
Q838986,13,2
Q839012,10,2
Q839050,33,5
Q839142,18,2
Q839168,12,3
Q839379,11,4
Q839495,9,3
Q839600,13,5
Q839606,11,5
Q839614,15,4
Q839655,10,4
Q839665,12,2
Q839682,11,5
Q839690,10,5
Q839709,11,5
Q839724,9,3
Q83979604,3,2
Q839965,11,3
Q839983,10,3
Q84,356,5
Q840133,34,5
Q840288,8,3
Q840573,8,4
Q840577,8,5
Q840618,27,4
Q840868,8,3
Q840886,37,4
Q841167,33,5
Q84146057,23,0
Q841583,9,4
Q841861,12,4
Q841959,13,4
Q841968,8,3
Q842009,11,3
Q842089,39,2
Q8423586,10,4
Q842382,8,2
Q842535,7,5
Q842578,29,3
Q842680,35,0
Q842687,32,0
Q842858,39,5
Q842930,36,3
Q843016,4,0
Q843531,14,5
Q843666,35,0
Q843869,30,5
Q843981,8,5
Q844324,32,3
Q844426,22,5
Q844621,7,3
Q844813,24,4
Q844930,55,0
Q844957,14,3
Q845015,33,3
Q845529,35,4
Q845947,7,1
Q846686,39,4
Q846876,44,0
Q847099,32,4
Q84767060,3,3
Q848633,46,1
Q8488,91,0
Q848912,41,5
Q849086,25,3
Q849232,18,3
Q849373,12,3
Q849711,43,4
Q849957,38,5
Q850593,39,5
Q850778,9,0
Q850811,9,5
Q850990,14,0
Q851023,22,1
Q851164,25,5
Q851167,16,1
Q851175,10,2
Q851200,12,3
Q851274,9,0
Q8522896,13,3
Q852326,12,4
Q852697,36,3
Q852742,36,1
Q852869,11,3
Q852908,24,5
Q853325,42,0
Q85355,22,0
Q854280,36,5
Q854317,21,5
Q855003,39,1
Q855106,23,0
Q855110,29,4
Q855337,24,1
Q855343,40,3
Q855416,28,0
Q855497,10,3
Q855957,7,2
Q856430,9,4
Q85726847,0,2
Q857276,40,4
Q857399,14,4
Q85756958,2,2
Q8577,132,0
Q85774841,1,1
Q85788921,5,5
Q857933,16,3
Q85864921,4,2
Q858689,29,5
Q858778,32,0
Q858785,16,1
Q85880151,2,4
Q858831,11,1
Q859363,68,3
Q859404,13,5
Q859427,38,0
Q859452,28,3
Q859471,33,4
Q86012394,2,2
Q860129,26,5
Q860172,38,4
Q860569,14,3
Q860675,12,1
Q860681,11,5
Q860935,31,1
Q860994,35,3
Q861252,31,3
Q861363,22,4
Q861670,43,0
Q861866,4,3
Q862034,39,1
Q862144,15,0
Q862586,35,0
Q862618,16,0
Q862884,11,3
Q86347874,19,0
Q863824,8,3
Q864369,24,0
Q864536,11,3
Q8646,301,1
Q864747,10,1
Q864752,12,4
Q864758,21,5
Q864770,13,5
Q864779,10,1
Q864802,9,1
Q864849,29,5
Q864862,44,5
Q864957,18,3
Q865607,16,3
Q865655,24,4
Q865913,39,3
Q866332,38,5
Q866615,8,3
Q866896,31,4
Q867072,30,3
Q86724246,1,0
Q86724614,3,3
Q867316,29,0
Q867717,14,0
Q867846,10,1
Q867885,42,5
Q867977,13,0
Q8680,169,0
Q868368,11,4
Q868772,47,5
Q869506,20,0
Q870844,49,5
Q871374,25,0
Q871508,29,1
Q871525,33,0
Q872769,13,2
Q872947,8,3
Q873079,14,5
Q873256,13,4
Q873332,15,2
Q873397,16,2
Q873868,18,1
Q874234,35,5
Q874557,13,2
Q874615,20,2
Q875078,29,1
Q875751,14,5
Q875773,31,0
Q876286,33,1
Q876383,16,3
Q876472,15,1
Q876520,13,3
Q876775,13,0
Q876808,24,1
Q876973,14,1
Q8772688,6,3
Q877322,15,0
Q877570,16,3
Q877579,25,2
Q877686,24,2
Q877699,15,0
Q877711,11,5
Q878276,4,0
Q878503,26,1
Q879509,13,3
Q880843,30,3
Q883126,15,3
Q8842833,3,4
Q8843219,8,3
Q8843624,10,2
Q885413,12,5
Q885416,12,5
Q886485,17,0
Q887053,13,3
Q887869,11,1
Q88801355,6,2
Q888058,11,3
Q888068,13,3
Q88965328,12,0
Q890194,19,0
Q890364,17,4
Q890391,14,3
Q891827,31,0
Q891830,3,2
Q891865,21,0
Q891873,22,0
Q891882,23,0
Q892187,26,4
Q892189,29,4
Q892231,14,2
Q892711,19,4
Q892827,4,3
Q893046,16,4
Q894343,9,3
Q89456247,6,2
Q894567,20,0
Q894570,6,0
Q894573,11,3
Q894579,12,5
Q894583,29,5
Q894874,39,1
Q8960735,4,3
Q8965,53,0
Q896993,11,4
Q897366,25,3
Q897556,18,3
Q897604,10,3
Q897768,14,0
Q897802,13,2
Q897824,15,4
Q898629,40,5
Q899299,27,0
Q90,366,5
Q900171,24,0
Q9003960,5,3
Q9005094,5,4
Q9008715,2,2
Q9010921,5,3
Q901259,13,5
Q901361,15,2
Q901371,40,5
Q901461,15,5
Q901463,9,4
Q901469,12,1
Q901479,15,5
Q901491,13,2
Q901885,7,5
Q9019049,6,3
Q9020369,3,5
Q902210,12,3
Q902329,19,1
Q902346,7,0
Q9027098,9,2
Q9031616,4,5
Q9034955,6,3
Q9035123,6,3
Q9035498,4,0
Q904462,22,4
Q9046766,2,3
Q904825,18,5
Q9049542,7,3
Q9054546,6,3
Q9054619,15,3
Q9055773,5,3
Q9056564,3,4
Q905830,15,1
Q905881,33,0
Q9060973,5,4
Q906170,10,5
Q9067431,6,3
Q906793,11,4
Q9068313,3,3
Q906889,32,0
Q907059,13,3
Q907097,34,0
Q907105,33,0
Q907152,33,0
Q907194,33,0
Q907210,32,0
Q9073628,6,3
Q9076451,4,1
Q9079137,9,4
Q908077,11,1
Q908216,25,5
Q908224,14,1
Q908481,33,2
Q9086044,3,4
Q908723,22,0
Q908728,29,0
Q908802,30,4
Q9089106,3,1
Q9089120,4,4
Q909062,20,1
Q9091550,2,3
Q909236,23,0
Q9092402,6,3
Q909448,23,0
Q9095390,68,0
Q909592,28,5
Q909737,29,0
Q9097479,6,3
Q909777,39,3
Q909817,10,3
Q910014,24,0
Q910101,28,2
Q91060422,2,2
Q911204,14,2
Q912192,33,2
Q912423,13,0
Q91246939,3,3
Q913024,26,1
Q913314,40,0
Q913434,33,5
Q913672,33,5
Q9137,47,0
Q913808,17,2
Q913830,6,2
Q914141,33,5
Q914284,22,0
Q914820,30,0
Q915195,34,5
Q915451,32,4
Q91588975,3,2
Q916039,23,3
Q916120,27,5
Q91648292,3,1
Q91655945,3,4
Q91659212,3,1
Q9169094,21,3
Q916990,8,3
Q917121,8,2
Q91765289,8,3
Q917820,36,2
Q918264,31,1
Q9184754,5,3
Q918580,30,0
Q9188,124,5
Q91901809,1,3
Q91901826,1,5
Q91901847,1,3
Q91901862,1,3
Q91901868,1,4
Q919169,11,1
Q919959,9,3
Q920064,13,2
Q920505,10,4
Q920545,9,4
Q92061407,8,3
Q920809,26,4
Q920826,16,5
Q920889,10,2
Q92176353,4,4
Q92177506,3,1
Q922178,22,4
Q922186,9,2
Q922693,28,1
Q922768,9,3
Q923130,22,4
Q923292,15,1
Q923494,25,0
Q923883,20,0
Q924335,38,4
Q924723,17,3
Q924856,14,3
Q924917,7,1
Q925349,30,2
Q925737,22,0
Q926316,21,5
Q927016,34,4
Q927198,48,1
Q927258,9,5
Q927806,30,3
Q928541,25,5
Q929051,17,3
Q929845,19,1
Q929968,11,3
Q930276,29,5
Q930349,9,3
Q930433,15,3
Q930832,26,2
Q930891,11,1
Q93119027,3,2
Q932389,13,0
Q932570,10,4
Q932606,13,4
Q932739,41,2
Q933182,26,5
Q933185,23,0
Q933336,11,4
Q933560,19,1
Q933566,26,3
Q933993,19,1
Q934011,15,5
Q934219,22,0
Q934422,11,4
Q93477608,3,4
Q935388,8,4
Q935425,8,2
Q9357917,9,4
Q935853,16,2
Q936234,23,2
Q936354,12,2
Q936357,12,4
Q936467,18,1
Q936633,41,3
Q936952,16,1
Q936958,13,5
Q939883,33,3
Q940733,40,4
Q940741,34,0
Q940770,14,1
Q940896,10,2
Q940907,16,3
Q941385,39,0
Q941908,35,3
Q942052,13,3
Q942713,38,5
Q94287573,3,1
Q943407,9,4
Q943856,15,5
Q943946,30,5
Q944021,7,3
Q944436,36,5
Q944453,12,4
Q944559,13,4
Q94514935,3,2
Q94528738,4,2
Q946028,20,2
Q946647,39,0
Q946924,29,3
Q947082,12,3
Q947259,10,3
Q947870,22,5
Q947930,24,1
Q948178,24,3
Q948393,14,3
Q948531,39,1
Q94893,42,1
Q948933,8,4
Q94959528,3,3
Q950205,46,1
Q950534,26,5
Q950609,19,3
Q950701,17,1
Q950917,14,1
Q95149901,10,2
Q952412,19,0
Q952778,15,3
Q952817,18,5
Q953058,45,4
Q9531,149,0
Q953368,22,2
Q953421,22,3
Q953535,15,0
Q95368670,3,5
Q954207,23,4
Q954870,14,3
Q95504014,10,1
Q95517,18,4
Q955226,8,1
Q955459,25,3
Q95569,52,5
Q955699,14,4
Q956169,25,5
Q95692097,3,3
Q957317,37,0
Q959356,27,1
Q959524,42,3
Q959567,15,5
Q95963182,8,2
Q959944,29,3
Q960058,14,2
Q960098,18,4
Q960647,23,4
Q961004,4,1
Q961384,19,1
Q9616,126,1
Q962117,14,1
Q962135,41,1
Q962370,12,2
Q962631,15,3
Q962642,14,1
Q963111,22,3
Q963152,28,2
Q963403,14,4
Q963514,29,1
Q963573,16,4
Q963709,20,2
Q96376591,3,2
Q96380192,1,3
Q96382116,1,2
Q96394004,8,2
Q96395325,14,3
Q9640593,10,4
Q96406324,1,1
Q964426,22,0
Q965439,16,3
Q965731,25,4
Q965932,7,4
Q966028,6,4
Q966263,15,5
Q966533,17,2
Q966680,14,3
Q966780,13,4
Q966862,25,4
Q9668845,4,1
Q96738688,3,4
Q96755059,3,3
Q967832,13,1
Q968131,3,3
Q968458,13,3
Q9686,38,4
Q96904740,3,3
Q969311,14,1
Q969395,14,2
Q969519,3,3
Q969924,3,0
Q97040246,3,2
Q970525,20,4
Q970576,14,0
Q970751,18,3
Q97149899,3,3
Q97155800,14,0
Q97159628,2,4
Q97163720,6,3
Q97168192,3,2
Q97175288,4,3
Q97184925,2,1
Q97185135,3,2
Q97185795,3,3
Q97187269,3,2
Q97188912,2,1
Q97188937,3,2
Q97189306,4,1
Q97193533,1,3
Q97193605,2,1
Q97193718,1,2
Q97206990,4,3
Q97225700,7,2
Q972582,26,0
Q97279135,3,0
Q97353871,1,2
Q97354968,2,0
Q97356749,2,0
Q97356996,2,0
Q974038,28,1
Q974300,16,0
Q97499592,3,2
Q97578035,13,5
Q97585918,7,2
Q976035,27,4
Q976143,7,3
Q976850,10,2
Q977868,9,1
Q978161,11,4
Q978464,10,4
Q978535,15,0
Q978671,11,0
Q979398,17,4
Q980270,9,4
Q980646,15,5
Q98071460,3,2
Q98071461,3,3
Q98071462,3,1
Q980769,12,0
Q981372,27,5
Q98167162,1,1
Q983806,30,3
Q98429957,4,2
Q984797,11,3
Q985210,37,5
Q985359,8,2
Q985455,27,3
Q985517,34,5
Q985660,10,5
Q985666,11,5
Q985828,18,5
Q986020,6,3
Q986377,10,3
Q986415,31,0
Q986431,31,1
Q986434,26,1
Q986895,12,5
Q987,221,5
Q988087,12,3
Q989316,18,1
Q98949092,3,3
Q9899,11,1
Q990076,26,3
Q9907170,5,5
Q9913,53,3
Q992697,23,5
Q993120,23,1
Q9942,47,3
Q994285,12,3
Q995174,22,5
Q995653,118,0
Q99630,14,5
Q99636,24,4
Q99642,13,3
Q996447,10,4
Q996472,10,5
Q996499,10,3
Q99654,40,1
Q99658573,1,3
Q996591,17,5
Q996696,13,5
Q996744,12,5
Q99762318,3,2
Q998229,10,0
Q999002,32,5
Q999637,13,2
Q999763,54,3
